N° BOLETIN;PATENTE;FECHA EMISION;AÑO DEL PERMISO;VALOR PERMISO; VALOR IPC;VALOR MULTA;TOTAL A PAGAR;TIPO DE PAGO; CAJA;TIPO VEHICULO;FECHA PAGO; Codigo Sii ; Clasificacion ; Fondos a Terceros 
671;FSFF-66-9;26-03-2021;2021;179593;0;0;179593;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT235013413;NORMAL;No
1532;FSLK-74-2;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2021; ;NORMAL;No
1256;FSRG-50-8;31-03-2021;2021;86905;0;0;86905;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166005713;NORMAL;No
831;FSSB-79-6;30-03-2021;2021;228571;0;0;228571;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;VN244000613;NORMAL;No
1247;FSXH-85-4;30-03-2021;2021;97680;0;0;97680;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT176023713;NORMAL;No
439;FSYB-25-4;15-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;16-03-2021;HB050011413;NORMAL;No
1547;FSYY-69-0;29-04-2021;2021;54633;109;821;55563;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-05-2021;SU229026813;NORMAL;No
875;FTHY-35-K;30-03-2021;2021;71641;0;0;71641;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013313;NORMAL;No
2081;FTHY-35-K;30-08-2021;2021;72571;0;0;72571;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT235013313;NORMAL;No
489;FTJD-15-9;19-03-2021;2021;143281;0;0;143281;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT235013313;NORMAL;No
870;FTSK-31-0;30-03-2021;2021;91626;0;0;91626;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176030913;NORMAL;No
2225;FTSK-32-9;16-09-2021;2021;46409;371;702;47482;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;19-10-2021;CT176030913;NORMAL;No
1173;FTSK-32-9;22-03-2021;2021;45813;0;0;45813;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176030913;NORMAL;No
1029;FTSK-72-8;11-03-2021;2021;112317;0;0;112317;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT225002713;NORMAL;No
708;FTWS-44-7;29-03-2021;2021;27210;0;0;27210;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2021;HB132004613;NORMAL;No
380;FVBF-42-4;09-03-2021;2021;27781;0;0;27781;CONTADO   ;PRESENCIAL;AUTOMOVIL ;09-03-2021;HB050013913;NORMAL;No
1341;FVCL-59-6;02-04-2021;2021;45039;90;677;45806;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB197015813;NORMAL;No
410;FVJJ-80-9;12-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;CAMIONETA ;15-03-2021;CT065002113;NORMAL;No
548;FVRG-25-6;23-03-2021;2021;77843;0;0;77843;CONTADO   ;PRESENCIAL;STATION WA;24-03-2021;SU229025913;NORMAL;No
1257;FVRG-96-5;31-03-2021;2021;121607;0;0;121607;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT235013213;NORMAL;No
1343;FVWT-27-8;03-04-2021;2021;166644;333;2505;169482;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT079017513;NORMAL;No
951;FWHJ-92-1;31-03-2021;2021;56401;0;0;56401;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050032013;NORMAL;No
2020;FWHJ-92-1;19-08-2021;2021;57134;0;0;57134;2ª Cuota  ;PRESENCIAL;CAMIONETA ;23-08-2021;CT050032013;NORMAL;No
667;FWHV-53-8;26-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;29-03-2021;HB050011413;NORMAL;No
376;FWRF-91-2;08-03-2021;2021;216186;0;0;216186;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2021;CT106000314;NORMAL;No
502;FWWH-61-5;19-03-2021;2021;96554;0;0;96554;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT050030213;NORMAL;No
1006;FXHJ-79-9;04-03-2021;2021;106220;0;0;106220;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU166002513;NORMAL;No
2103;FXJR-67-9;31-08-2021;2021;97914;0;0;97914;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235013613;NORMAL;No
500;FXJR-67-9;19-03-2021;2021;96658;0;0;96658;1ª Cuota  ;PRESENCIAL;CAMIONETA ;22-03-2021;CT235013613;NORMAL;No
2284;FXPV-15-7;12-10-2021;2021;25489;637;2743;28869;CONTADO   ;PRESENCIAL;CAMIONETA ;12-10-2021;CT111003305;NORMAL;No
422;FYDJ-70-3;15-03-2021;2021;27210;0;0;27210;CONTADO   ;PRESENCIAL;AUTOMOVIL ;15-03-2021;HB229010413;NORMAL;No
2210;FYFR-91-K;02-09-2021;2021;196360;1571;2969;200900;2ª Cuota  ;PAGADO INTERNET;STATION WA;29-09-2021;VN121003614;NORMAL;No
1274;FYFR-91-K;31-03-2021;2021;193840;0;0;193840;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;VN121003614;NORMAL;No
713;FYJJ-35-7;29-03-2021;2021;64322;0;0;64322;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2021;CT166006014;NORMAL;No
2048;FYJJ-35-7;25-08-2021;2021;65158;0;0;65158;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT166006014;NORMAL;No
2122;FYRZ-60-3;01-09-2021;2021;23002;184;348;23534;2ª Cuota  ;PAGADO INTERNET;AUTOMOVIL ;28-09-2021;HB132004414;NORMAL;No
1170;FYRZ-60-3;20-03-2021;2021;22708;0;0;22708;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;;HB132004414;NORMAL;No
549;FYTX-61-K;23-03-2021;2021;167770;0;0;167770;CONTADO   ;PRESENCIAL;CAMIONETA ;24-03-2021;CT235013314;NORMAL;No
1322;FYWT-32-8;26-04-2021;2020;5159;0;0;5159;DUPLICADO ;PRESENCIAL;CAMION    ;30-04-2021; ;DUPLICADO;No
813;FYYY-72-3;30-03-2021;2021;166378;0;0;166378;CONTADO   ;PRESENCIAL;AMBULANCIA;31-03-2021;CT235013714;NORMAL;No
1302;FZCH-69-2;31-03-2021;2021;338514;0;0;338514;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT079016314;NORMAL;No
1973;FZGW-95-8;10-08-2021;2020;29800;864;5060;35724;CONTADO   ;PRESENCIAL;STATION WA;13-08-2021;SU266000514;NORMAL;No
1253;FZGX-47-4;31-03-2021;2021;27961;0;0;27961;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-04-2021;HB111009814;NORMAL;No
1164;FZGY-40-3;06-04-2021;2021;243240;0;3649;246889;CONTADO   ;PRESENCIAL;STATION WA;16-04-2021;SU049004121;FACTURA;No
1451;FZGY-41-1;17-05-2021;2021;38348;0;575;38923;CONTADO   ;PRESENCIAL;TRACTOR   ;17-05-2021; ;FACTURA;No
1390;FZHG-38-8;20-04-2021;2021;51044;102;767;51913;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-04-2021;HB111011514;NORMAL;No
2221;FZVL-79-5;10-09-2021;2021;59028;472;893;60393;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;29-09-2021;CT176030614;NORMAL;No
896;FZVL-79-5;30-03-2021;2021;58270;0;0;58270;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176030614;NORMAL;No
1283;FZXB-43-4;31-03-2021;2021;69952;0;0;69952;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU111011414;NORMAL;No
2126;FZXB-43-4;03-09-2021;2021;70860;567;1071;72498;2ª Cuota  ;PRESENCIAL;STATION WA;03-09-2021;SU111011414;NORMAL;No
1000;FZZV-78-3;03-03-2021;2021;85198;0;0;85198;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT225001214;NORMAL;No
1235;GBBH-62-7;30-03-2021;2021;121044;0;0;121044;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166005914;NORMAL;No
2005;GBFX-98-0;10-08-2021;2021;84976;0;0;84976;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT235013314;NORMAL;No
943;GBFX-98-0;31-03-2021;2021;83885;0;0;83885;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013314;NORMAL;No
1384;GBHR-61-0;17-04-2021;2021;58363;117;877;59357;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU197005714;NORMAL;No
964;GBJS-64-7;31-03-2021;2021;14731;0;0;14731;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229010414;NORMAL;No
501;GBKF-97-5;19-03-2021;2021;86699;0;0;86699;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT176029313;NORMAL;No
654;GBLY-79-8;26-03-2021;2021;122732;0;0;122732;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT050030214;NORMAL;No
1346;GBSC-41-K;04-04-2021;2021;95710;191;1439;97340;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT176030514;NORMAL;No
1623;GBSC-80-0;04-06-2021;2021;67934;611;3085;71630;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-06-2021;HB050013314;NORMAL;No
887;GBSL-10-4;30-03-2021;2021;168896;0;0;168896;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166005614;NORMAL;No
1371;GBTD-39-K;11-04-2021;2021;167770;336;2522;170628;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT235013314;NORMAL;No
1183;GCDF-30-1;29-03-2021;2021;29182;0;0;29182;1ª Cuota  ;PRESENCIAL;CAMIONETA ;26-04-2021;CT154001313;NORMAL;No
521;GCJZ-89-5;22-03-2021;2021;167770;0;0;167770;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2021;CT235013314;NORMAL;No
939;GCRF-21-7;31-03-2021;2021;83885;0;0;83885;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013314;NORMAL;No
2031;GCRF-21-7;23-08-2021;2021;84976;0;0;84976;2ª Cuota  ;PRESENCIAL;CAMIONETA ;23-08-2021;CT235013314;NORMAL;No
1549;GDBB-12-8;03-05-2021;2021;167770;1007;5063;173840;CONTADO   ;PRESENCIAL;CAMIONETA ;31-05-2021;CT235013314;NORMAL;No
888;GDLD-22-1;30-03-2021;2021;121044;0;0;121044;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166005914;NORMAL;No
1162;GFLC-47-5;28-03-2021;2021;244681;0;0;244681;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT160011614;NORMAL;No
463;GFTV-74-4;17-03-2021;2021;64322;0;0;64322;1ª Cuota  ;PRESENCIAL;CAMIONETA ;18-03-2021;CT166006014;NORMAL;No
2093;GFTV-74-4;31-08-2021;2021;65158;0;0;65158;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2021;CT166006014;NORMAL;No
1484;GFVH-46-0;24-05-2021;2020;98689;3651;21491;123831;CONTADO   ;PRESENCIAL;JEEP      ;25-05-2021;SU229024214;NORMAL;No
1565;GFVH-46-0;24-05-2021;2021;87075;522;2628;90225;CONTADO   ;PRESENCIAL;JEEP      ;31-05-2021;SU229024214;NORMAL;No
904;GFVR-32-5;31-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229012014;NORMAL;No
626;GFVR-65-1;25-03-2021;2021;128644;0;0;128644;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT166006014;NORMAL;No
575;GFWG-79-6;24-03-2021;2021;208304;0;0;208304;CONTADO   ;PRESENCIAL;CAMIONETA ;24-03-2021;CT235013414;NORMAL;No
1209;GGFK-87-K;14-04-2021;2021;125829;252;1891;127972;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT132005214;NORMAL;No
2508;GGYJ-13-1;21-12-2021;2020;236689;3077;25175;264941;CONTADO   ;PAGADO INTERNET;CAMIONETA ;21-12-2021;CT235013614;NORMAL;No
1016;GGZZ-59-8;07-03-2021;2021;63054;0;0;63054;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT077002014;NORMAL;No
2327;GHJH-89-4;22-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;CAMION    ;22-10-2021; ;NORMAL;No
1330;GHJX-54-8;01-04-2021;2021;85198;170;1281;86649;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT225001214;NORMAL;No
1367;GHT-035-0;08-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;Moto      ;30-04-2021;MT238002518;NORMAL;No
1014;GHTG-76-K;06-03-2021;2021;26707;0;0;26707;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB050015114;NORMAL;No
921;GHTW-94-4;31-03-2021;2021;83189;0;0;83189;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013714;NORMAL;No
2239;GHTW-94-4;29-09-2021;2021;84270;674;1274;86218;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-09-2021;CT235013714;NORMAL;No
2087;GHTZ-98-6;29-08-2021;2021;84976;0;0;84976;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT235013314;NORMAL;No
681;GHTZ-98-6;26-03-2021;2021;83885;0;0;83885;1ª Cuota  ;PRESENCIAL;CAMIONETA ;29-03-2021;CT235013314;NORMAL;No
920;GHYS-30-0;31-03-2021;2021;60052;0;0;60052;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO184014514;NORMAL;No
433;GJFC-96-K;15-03-2021;2021;167770;0;0;167770;CONTADO   ;PRESENCIAL;CAMIONETA ;15-03-2021;CT235013314;NORMAL;No
997;GJPP-18-3;01-03-2021;2021;95710;0;0;95710;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU176021214;NORMAL;No
827;GJPR-35-6;30-03-2021;2021;97397;0;0;97397;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT079017514;NORMAL;No
2025;GJPR-35-6;20-08-2021;2021;98662;0;0;98662;2ª Cuota  ;PRESENCIAL;CAMIONETA ;20-08-2021;CT079017514;NORMAL;No
2545;GJPV-46-0;30-12-2021;2021;167770;8556;23804;200130;CONTADO   ;PRESENCIAL;CAMIONETA ;30-12-2021;CT235013314;NORMAL;No
2288;GKLW-67-3;12-10-2021;2021;156483;626;2357;159466;CONTADO   ;PRESENCIAL;CAMION    ;13-10-2021; ;NORMAL;No
881;GKPD-18-7;30-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD050022108;NORMAL;No
1047;GLVG-25-4;16-03-2021;2021;30424;0;0;30424;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB077016614;NORMAL;No
839;GPFG-34-7;30-03-2021;2021;59677;0;0;59677;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU154000714;NORMAL;No
1059;GPV-069-3;17-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;Moto      ;31-03-2021;MT106032117;NORMAL;No
604;GRCS-68-7;24-03-2021;2020;75483;1812;6957;84252;CONTADO   ;PRESENCIAL;SEMI REMOL;25-03-2021; ;NORMAL;No
2156;GRVC-39-3;09-09-2021;2021;198469;1588;3001;203058;2ª Cuota  ;PAGADO INTERNET;CASA RODAN;10-09-2021; ;NORMAL;No
884;GRVC-39-3;30-03-2021;2021;195922;0;0;195922;1ª Cuota  ;PRESENCIAL;CASA RODAN;31-03-2021; ;NORMAL;No
702;GRYH-90-5;29-03-2021;2021;26707;0;0;26707;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2021;HB050015114;NORMAL;No
319;GRYK-23-1;24-02-2021;2021;185223;0;0;185223;CONTADO   ;PRESENCIAL;AUTOMOVIL ;24-02-2021;SD162039115;NORMAL;No
322;GRYK-25-8;24-02-2021;2021;251653;0;0;251653;CONTADO   ;PRESENCIAL;AUTOMOVIL ;24-02-2021;SD162039815;NORMAL;No
1293;GRYK-45-2;31-03-2021;2021;292725;0;0;292725;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU106003514;NORMAL;No
2228;GRYK-79-7;24-09-2021;2021;121044;2542;11123;134709;CONTADO   ;PAGADO INTERNET;CAMIONETA ;19-10-2021;CT166005914;NORMAL;No
2184;GRYK-79-7;24-09-2021;2020;137389;7282;39061;183732;CONTADO   ;PRESENCIAL;CAMIONETA ;24-09-2021;CT166005914;NORMAL;No
2525;GRYK-84-3;24-12-2021;2020;137389;11403;46869;195661;CONTADO   ;PAGADO INTERNET;CAMIONETA ;27-12-2021;CT166005914;NORMAL;No
2526;GRYK-84-3;27-12-2021;2021;121044;6173;17174;144391;CONTADO   ;PRESENCIAL;CAMIONETA ;27-12-2021;CT166005914;NORMAL;No
1004;GRYT-50-3;04-03-2021;2021;127518;0;0;127518;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;VN166006814;NORMAL;No
1265;GRYY-16-9;31-03-2021;2021;177622;0;0;177622;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU106004314;NORMAL;No
682;GRYZ-29-7;29-03-2021;2021;35093;0;0;35093;1ª Cuota  ;PRESENCIAL;STATION WA;29-03-2021;CO229001914;NORMAL;No
2360;GRYZ-29-7;02-11-2021;2021;35548;853;1638;38039;2ª Cuota  ;PRESENCIAL;STATION WA;02-11-2021;CO229001914;NORMAL;No
853;GRZB-71-2;30-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229012014;NORMAL;No
1071;GSBX-79-7;18-03-2021;2021;85386;0;0;85386;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU229025114;NORMAL;No
698;GSTC-83-K;29-03-2021;2021;31817;0;0;31817;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229012814;NORMAL;No
987;GSTH-86-K;31-03-2021;2021;68121;0;0;68121;CONTADO   ;PRESENCIAL;CAMIONETA ;16-04-2021;CT154002814;NORMAL;No
1043;GSTR-19-8;15-03-2021;2021;157887;0;0;157887;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT176031615;NORMAL;No
1263;GTTK-12-3;31-03-2021;2021;146377;0;0;146377;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT166006015;NORMAL;No
701;GTTL-28-6;29-03-2021;2021;132022;0;0;132022;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2021;CT050030315;NORMAL;No
514;GTTT-70-5;19-03-2021;2021;64803;0;0;64803;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;SD176031515;NORMAL;No
1339;GTWP-92-1;02-04-2021;2021;208304;417;3131;211852;CONTADO   ;PRESENCIAL;CAMIONETA ;30-04-2021;CT235013414;NORMAL;No
1019;GVFZ-23-K;08-03-2021;2021;77504;0;0;77504;CONTADO   ;PRESENCIAL;JEEP      ;31-03-2021;SU229024014;NORMAL;No
686;GVHZ-86-9;29-03-2021;2021;33647;0;0;33647;CONTADO   ;PRESENCIAL;AUTOMOVIL ;29-03-2021;HB050017115;NORMAL;No
1278;GVKK-38-3;31-03-2021;2021;198743;0;0;198743;CONTADO   ;PRESENCIAL;CAMIONETA ;27-04-2021;CT235013814;NORMAL;No
637;GVKX-83-2;25-03-2021;2021;121888;0;0;121888;CONTADO   ;PRESENCIAL;AUTOMOVIL ;29-03-2021;HB111011114;NORMAL;No
2068;GVWR-73-2;25-08-2021;2021;123930;0;0;123930;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;28-09-2021;CT160011614;NORMAL;No
1286;GVWR-73-2;31-03-2021;2021;122341;0;0;122341;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT160011614;NORMAL;No
1012;GVZZ-68-7;05-03-2021;2021;36311;0;0;36311;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB166001614;NORMAL;No
1131;GXPW-76-9;27-03-2021;2021;261064;0;0;261064;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT064009115;NORMAL;No
1136;GXTC-27-7;27-03-2021;2021;190263;0;0;190263;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;VN111021015;NORMAL;No
828;GXWV-54-4;30-03-2021;2021;152570;0;0;152570;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050030215;NORMAL;No
1176;GXXL-79-0;29-03-2021;2021;361408;0;0;361408;CONTADO   ;PRESENCIAL;STATION WA;26-04-2021;VN132010315;NORMAL;No
1109;GXXV-68-K;24-03-2021;2021;146377;0;0;146377;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT166006015;NORMAL;No
977;GXXX-21-6;01-04-2021;2021;251732;503;3784;256019;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT243006515;NORMAL;No
922;GXYW-78-9;31-03-2021;2021;65119;0;0;65119;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2021;HB229013215;NORMAL;No
1338;GYDY-50-9;02-04-2021;2021;65682;131;987;66800;CONTADO   ;PRESENCIAL;STATION WA;30-04-2021;SU197005715;NORMAL;No
1307;GYHY-70-K;01-04-2021;2021;25489;51;383;25923;CONTADO   ;PRESENCIAL;AUTOMOVIL ;27-04-2021;HB229012015;NORMAL;No
825;GYHZ-49-8;30-03-2021;2021;95276;0;0;95276;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2021;CT050032915;NORMAL;No
2077;GYHZ-49-8;30-08-2021;2021;96514;0;0;96514;2ª Cuota  ;PRESENCIAL;CAMIONETA ;30-08-2021;CT050032915;NORMAL;No
1310;GYPJ-45-K;01-04-2021;2021;173311;347;2605;176263;CONTADO   ;PRESENCIAL;FURGON    ;30-04-2021;VN176004915;NORMAL;No
812;GYPJ-46-8;30-03-2021;2021;198226;0;0;198226;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2021;VN176005115;NORMAL;No
1236;GYXC-46-4;30-03-2021;2021;263088;0;0;263088;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU111015215;NORMAL;No
2008;GZCL-12-1;10-08-2021;2021;47478;0;0;47478;2ª Cuota  ;PAGADO INTERNET;STATION WA;24-08-2021;SU225008615;NORMAL;No
1233;GZCL-12-1;30-03-2021;2021;46870;0;0;46870;1ª Cuota  ;PRESENCIAL;STATION WA;27-04-2021;SU225008615;NORMAL;No
1062;GZHH-83-3;17-03-2021;2021;84635;0;0;84635;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU197005515;NORMAL;No
460;GZHJ-45-7;17-03-2021;2021;25489;0;0;25489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2021;HB229012015;NORMAL;No
517;GZHP-43-6;19-03-2021;2021;41474;0;0;41474;CONTADO   ;PRESENCIAL;AUTOMOVIL ;22-03-2021;SD197012715;NORMAL;No
2100;GZHR-46-3;30-08-2021;2021;59740;0;0;59740;2ª Cuota  ;PAGADO INTERNET;STATION WA;28-09-2021;SU235008815;NORMAL;No
612;GZHR-46-3;24-03-2021;2021;58974;0;0;58974;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2021;SU235008815;NORMAL;No
2164;GZHZ-70-0;13-09-2021;2021;58405;1227;5367;64999;CONTADO   ;PRESENCIAL;AUTOMOVIL ;14-09-2021;HB132007315;NORMAL;No
275;GZJP-98-9;10-02-2021;2020;50322;855;3838;55015;CONTADO   ;PRESENCIAL;TRACTOR   ;11-02-2021; ;NORMAL;No
1023;GZKS-31-2;09-03-2021;2021;186630;0;0;186630;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT235013715;NORMAL;No
993;GZPC-99-1;05-04-2021;2021;85949;172;1292;87413;CONTADO   ;PRESENCIAL;STATION WA;16-04-2021;SU154001415;NORMAL;No
619;GZYT-48-3;25-03-2021;2021;121888;0;0;121888;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT225002515;NORMAL;No
1044;HBDH-42-7;16-03-2021;2021;163830;0;0;163830;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2021;CT132005115;NORMAL;No
1485;HBK-098-1;24-05-2021;2021;25489;153;769;26411;CONTADO   ;PRESENCIAL;MOTO      ;25-05-2021; ;NORMAL;No
1189;HBSX-52-0;29-03-2021;2021;156943;0;0;156943;CONTADO   ;PRESENCIAL;STATION WA;26-04-2021;SU111016315;NORMAL;No
898;HBTZ-66-9;31-03-2021;2021;37970;0;0;37970;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2021;CO050001515;NORMAL;No
620;HBVD-76-3;25-03-2021;2021;82008;0;0;82008;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2021;CT154002414;NORMAL;No
1527;HBXR-59-8;31-05-2021;2021;51489;0;0;51489;CONTADO   ;PRESENCIAL;BUS       ;31-05-2021; ;NORMAL;No
2250;HC-9735-1;30-09-2021;2021;78242;0;0;78242;1ª Cuota  ;PRESENCIAL;CAMION    ;30-09-2021; ;NORMAL;No
2356;HC-9735-1;29-10-2021;2021;78241;0;0;78241;2ª Cuota  ;PRESENCIAL;CAMION    ;29-10-2021; ;NORMAL;No
674;HCVH-76-7;26-03-2021;2021;96447;0;0;96447;CONTADO   ;PRESENCIAL;CAMIONETA ;29-03-2021;CT154003915;NORMAL;No
1282;HDCZ-60-8;31-03-2021;2021;74689;0;0;74689;CONTADO   ;PRESENCIAL;STATION WA;27-04-2021;SU059011715;NORMAL;No
2019;HDGX-88-1;18-08-2021;2021;82596;0;0;82596;2ª Cuota  ;PAGADO INTERNET;CAMIONETA ;24-08-2021;CT176031815;NORMAL;No
1242;HDGX-88-1;30-03-2021;2021;81536;0;0;81536;1ª Cuota  ;PRESENCIAL;CAMIONETA ;27-04-2021;CT176031815;NORMAL;No
914;HDGY-74-8;31-03-2021;2021;26555;0;0;26555;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2021;SD132014415;NORMAL;No
2173;HDGY-74-8;15-09-2021;2021;26899;215;407;27521;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;20-09-2021;SD132014415;NORMAL;No
638;HDGZ-38-8;25-03-2021;2021;54985;0;0;54985;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2021;HB229013115;NORMAL;No
1026;HDHD-96-2;09-03-2021;2021;118463;0;0;118463;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU176022115;NORMAL;No
1032;HDRG-39-4;11-03-2021;2021;97399;0;0;97399;CONTADO   ;PRESENCIAL;STATION WA;31-03-2021;SU229025315;NORMAL;No
402;HDVR-12-K;12-03-2021;2021;186630;0;0;186630;CONTADO   ;PRESENCIAL;CAMIONETA ;15-03-2021;CT235013715;NORMAL;No
441;HFFF-59-8;15-03-2021;2021;37970;0;0;37970;CONTADO   ;PRESENCIAL;FURGON    ;16-03-2021;CO050001515;NORMAL;No
464;HFRR-41-1;17-03-2021;2021;143562;0;0;143562;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2021;CT225001516;NORMAL;No
