PATENTE;FECHA EMISION;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO PAGO;MODALIDAD PAGO;TIPO VEHICULO;CODIGO SII;CLASIFICACION;FONDO A TERCERO;COMUNA FONDO TERCERO
FYJJ-35-7;27-03-2023;2023;123228;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006014;NORMAL;No;
FYRZ-60-3;08-03-2023;2022;29705;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB132004414;NORMAL;No;
FYTX-61-K;15-03-2023;2023;151345;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013314;NORMAL;No;
FYYY-72-3;26-09-2023;2022;230491;CONTADO   ;PRESENCIAL;AMBULANCIA;CT235013714;NORMAL;No;
FZGB-38-7;12-06-2023;2023;32695;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050011414;NORMAL;No;
FZGW-94-K;16-03-2023;2023;297299;CONTADO   ;PRESENCIAL;STATION WA;VN079007414;NORMAL;No;
FZGY-40-3;29-03-2023;2023;293924;CONTADO   ;PAGO ONLINE;STATION WA;SU049004121;NORMAL;No;
FZGY-41-1;08-09-2023;2023;63326;CONTADO   ;PRESENCIAL;TRACTOR   ; ;NORMAL;No;
FZRC-88-3;01-12-2023;2023;33852;2ª Cuota  ;PRESENCIAL;STATION WA;SU229023814;NORMAL;No;
FZRC-88-3;29-03-2023;2023;30999;1ª Cuota  ;PRESENCIAL;STATION WA;SU229023814;NORMAL;No;
FZRH-81-1;01-06-2023;2023;63577;CONTADO   ;PRESENCIAL;MINIBUS   ;VN117001013;NORMAL;No;
FZTC-87-6;31-03-2023;2023;71383;CONTADO   ;PAGO ONLINE;STATION WA;SU091001814;NORMAL;No;
FZVL-79-5;31-03-2023;2023;52566;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT176030614;NORMAL;No;
FZZV-78-3;10-03-2023;2023;77539;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT225001214;NORMAL;No;
GAE-894-8;13-04-2023;2023;31348;CONTADO   ;PRESENCIAL;CARRO ARRA; ;NORMAL;No;
GBHR-61-0;31-03-2023;2023;50363;CONTADO   ;PRESENCIAL;STATION WA;SU197005714;NORMAL;No;
GBJS-64-7;31-05-2023;2023;32130;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229010414;NORMAL;No;
GBLY-79-8;22-08-2023;2023;63718;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050030214;NORMAL;No;
GBLY-79-8;30-03-2023;2023;62900;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050030214;NORMAL;No;
GBSC-80-0;05-12-2023;2023;72832;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050013314;NORMAL;No;
GBSL-10-4;14-09-2023;2023;78642;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166005614;NORMAL;No;
GBSL-10-4;31-03-2023;2023;76181;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166005614;NORMAL;No;
GBTD-39-K;31-03-2023;2023;151345;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013314;NORMAL;No;
GCJZ-89-5;15-03-2023;2023;151345;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013314;NORMAL;No;
GDVH-15-6;29-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GDVH-15-6;20-07-2023;2022;71206;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GDVH-15-6;19-07-2023;2021;83388;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;Si;TALCA                         
GDVH-15-6;19-07-2023;2020;95515;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;Si;TALCA                         
GFJK-14-6;09-03-2023;2023;135094;CONTADO   ;PAGO ONLINE;STATION WA;SU106003814;NORMAL;No;
GFST-59-9;27-03-2023;2023;96599;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166005714;NORMAL;No;
GFTV-74-4;15-03-2023;2023;123228;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166006014;NORMAL;No;
GFVR-32-5;29-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229012014;NORMAL;No;
GFVR-65-1;04-07-2023;2023;132450;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166006014;NORMAL;No;
GFWG-79-6;18-08-2023;2023;95177;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013414;NORMAL;No;
GFWG-79-6;20-03-2023;2023;93956;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013414;NORMAL;No;
GGFK-87-K;22-03-2023;2023;113510;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT132005214;NORMAL;No;
GHJH-89-4;17-10-2023;2023;193021;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GHJH-89-4;28-04-2023;2022;202167;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GHJX-54-8;03-10-2023;2023;40491;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225001214;NORMAL;No;
GHJX-54-8;31-03-2023;2023;38770;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT225001214;NORMAL;No;
GHTF-27-5;02-09-2023;2023;38906;2ª Cuota  ;PAGO ONLINE;STATION WA;SU176018914;NORMAL;No;
GHTF-27-5;30-03-2023;2023;37688;1ª Cuota  ;PAGO ONLINE;STATION WA;SU176018914;NORMAL;No;
GHTG-76-K;07-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050015114;NORMAL;No;
GHTW-94-4;27-03-2023;2023;150090;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235013714;NORMAL;No;
GHTZ-98-6;31-03-2023;2023;75673;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013314;NORMAL;No;
GHYS-30-0;01-03-2023;2023;58052;CONTADO   ;PRESENCIAL;FURGON    ;CO184014514;NORMAL;No;
GJPP-18-3;15-03-2023;2023;86220;CONTADO   ;PAGO ONLINE;STATION WA;SU176021214;NORMAL;No;
GJPR-35-6;02-05-2023;2023;214985;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT079017514;NORMAL;No;
GKJZ-14-0;24-03-2023;2023;106306;CONTADO   ;PRESENCIAL;STATION WA;SU235009114;NORMAL;No;
GKLW-67-3;03-10-2023;2023;192828;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GKLW-67-3;23-05-2023;2022;207064;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GKPD-18-7;11-04-2023;2023;31348;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD050022108;NORMAL;No;
GKWB-37-3;29-08-2023;2023;49503;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT111005614;NORMAL;No;
GKWB-37-3;16-03-2023;2023;48820;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT111005614;NORMAL;No;
GLKC-26-K;28-03-2023;2023;129430;CONTADO   ;PRESENCIAL;CAMIONETA ;CT225003114;NORMAL;No;
GLLH-72-4;28-03-2023;2023;179614;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031415;NORMAL;No;
GLVG-25-4;20-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB077016614;NORMAL;No;
GPFG-34-7;02-09-2023;2023;29771;2ª Cuota  ;PAGO ONLINE;STATION WA;SU154000714;NORMAL;No;
GPFG-34-7;07-04-2023;2023;29272;1ª Cuota  ;PAGO ONLINE;STATION WA;SU154000714;NORMAL;No;
GPV-069-3;03-04-2023;2023;31317;CONTADO   ;PAGO ONLINE;Moto      ;MT106032117;NORMAL;No;
GRVC-39-3;01-09-2023;2023;148351;2ª Cuota  ;PRESENCIAL;CASA RODAN; ;NORMAL;No;
GRVC-39-3;30-03-2023;2023;143710;1ª Cuota  ;PRESENCIAL;CASA RODAN; ;NORMAL;No;
GRXX-73-6;31-08-2023;2023;66169;2ª Cuota  ;PAGO ONLINE;STATION WA;SU050009615;NORMAL;No;
GRXX-73-6;30-03-2023;2023;65320;1ª Cuota  ;PAGO ONLINE;STATION WA;SU050009615;NORMAL;No;
GRYH-90-5;24-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050015114;NORMAL;No;
GRYK-25-8;24-03-2023;2023;266979;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD162039815;NORMAL;No;
GRYK-45-2;03-04-2023;2023;274083;CONTADO   ;PAGO ONLINE;STATION WA;SU106003514;NORMAL;No;
GRYY-16-9;28-09-2023;2023;82705;2ª Cuota  ;PAGO ONLINE;STATION WA;SU106004314;NORMAL;No;
GRYY-16-9;29-03-2023;2023;80116;1ª Cuota  ;PAGO ONLINE;STATION WA;SU106004314;NORMAL;No;
GRYZ-29-7;31-03-2023;2023;62185;CONTADO   ;PRESENCIAL;STATION WA;CO229001914;NORMAL;No;
GRZB-71-2;30-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229012014;NORMAL;No;
GRZW-15-3;29-03-2023;2023;147107;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031815;NORMAL;No;
GSFS-26-7;27-04-2023;2023;205210;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT243004514;NORMAL;No;
GSSZ-69-3;24-05-2023;2022;43558;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD176031515;NORMAL;No;
GSTC-83-K;23-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229012814;NORMAL;No;
GSTH-86-K;30-03-2023;2023;70395;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154002814;NORMAL;No;
GSTR-19-8;03-04-2023;2023;144566;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031615;NORMAL;No;
GSTW-28-2;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;VN132002802;NORMAL;No;
GSVB-74-K;17-03-2023;2023;43983;CONTADO   ;PRESENCIAL;STATION WA;CO077002814;NORMAL;No;
GTJG-43-0;12-04-2023;2023;31348;CONTADO   ;PRESENCIAL;FURGON    ;CO050001314;NORMAL;No;
GTSX-35-0;27-03-2023;2023;543276;CONTADO   ;PRESENCIAL;CASA RODAN; ;NORMAL;No;
GTTK-12-3;31-03-2023;2023;140214;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006015;NORMAL;No;
GTTL-28-6;31-08-2023;2023;69011;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050030315;NORMAL;No;
GTTL-28-6;29-03-2023;2023;68125;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT050030315;NORMAL;No;
GTTT-70-5;03-04-2023;2023;73895;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD176031515;NORMAL;No;
GTWP-92-1;31-03-2023;2023;187911;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013414;NORMAL;No;
GTYF-82-0;29-03-2023;2023;50363;CONTADO   ;PRESENCIAL;STATION WA;SU197005714;NORMAL;No;
GVDH-95-2;27-09-2023;2023;221523;CONTADO   ;PRESENCIAL;STATION WA;VN244001114;NORMAL;No;
GVFZ-23-K;06-04-2023;2023;70328;CONTADO   ;PAGO ONLINE;JEEP      ;SU229024014;NORMAL;No;
GVHZ-86-9;28-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB050017115;NORMAL;No;
GVKK-38-3;15-03-2023;2023;179286;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235013814;NORMAL;No;
GVWR-73-2;31-03-2023;2023;110364;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT160011614;NORMAL;No;
GWHS-62-8;20-04-2023;2023;245769;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013615;NORMAL;No;
GXPW-76-9;09-03-2023;2023;249539;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT064009115;NORMAL;No;
GXPY-13-3;13-04-2023;2023;245769;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235013615;NORMAL;No;
GXTC-27-7;22-03-2023;2023;171636;CONTADO   ;PAGO ONLINE;FURGON    ;VN111021015;NORMAL;No;
GXWV-54-4;07-09-2023;2023;78287;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030215;NORMAL;No;
GXWV-54-4;30-03-2023;2023;75838;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT050030215;NORMAL;No;
GXXV-68-K;14-03-2023;2023;140214;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166006015;NORMAL;No;
GXXX-21-6;30-08-2023;2023;115133;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243006515;NORMAL;No;
GXXX-21-6;07-03-2023;2023;113544;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT243006515;NORMAL;No;
GXYW-78-9;12-06-2023;2023;60553;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229013215;NORMAL;No;
GYDY-50-9;07-04-2023;2023;58547;CONTADO   ;PAGO ONLINE;STATION WA;SU197005715;NORMAL;No;
GYHD-89-9;03-04-2023;2023;134108;CONTADO   ;PRESENCIAL;CAMIONETA ;CT225001615;NORMAL;No;
GYHT-87-9;31-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
GYHX-75-4;31-08-2023;2023;53618;2ª Cuota  ;PRESENCIAL;STATION WA;SU176019015;NORMAL;No;
GYHX-75-4;31-03-2023;2023;52879;1ª Cuota  ;PRESENCIAL;STATION WA;SU176019015;NORMAL;No;
GYHY-70-K;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229012015;NORMAL;No;
GYHZ-49-8;07-08-2023;2023;212193;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT050032915;NORMAL;No;
GYPJ-45-K;30-03-2023;2023;166014;CONTADO   ;PRESENCIAL;FURGON    ;VN176004915;NORMAL;No;
GYPJ-46-8;30-03-2023;2023;178819;CONTADO   ;PRESENCIAL;MINIBUS PA;VN176005115;NORMAL;No;
GYPJ-73-5;17-10-2023;2023;64340;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
GYYW-23-6;27-03-2023;2023;207963;CONTADO   ;PRESENCIAL;CAMIONETA ;CT235015317;NORMAL;No;
GZBD-53-5;31-03-2023;2023;44220;1ª Cuota  ;PAGO ONLINE;JEEP      ;SU154001415;NORMAL;No;
GZCL-12-1;02-09-2023;2023;49558;2ª Cuota  ;PAGO ONLINE;STATION WA;SU225008615;NORMAL;No;
GZCL-12-1;13-03-2023;2023;48007;1ª Cuota  ;PAGO ONLINE;STATION WA;SU225008615;NORMAL;No;
GZHH-83-3;21-03-2023;2023;75921;CONTADO   ;PAGO ONLINE;STATION WA;SU197005515;NORMAL;No;
GZHJ-45-7;16-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229012015;NORMAL;No;
GZHP-43-6;29-03-2023;2023;43474;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD197012715;NORMAL;No;
GZHR-46-3;08-09-2023;2023;58222;2ª Cuota  ;PAGO ONLINE;STATION WA;SU235008815;NORMAL;No;
GZHR-46-3;22-03-2023;2023;56400;1ª Cuota  ;PAGO ONLINE;STATION WA;SU235008815;NORMAL;No;
GZKF-98-K;21-03-2023;2023;134552;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT166005915;NORMAL;No;
GZKS-31-2;31-03-2023;2023;168359;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235013715;NORMAL;No;
GZPC-99-1;09-03-2023;2023;88440;CONTADO   ;PAGO ONLINE;STATION WA;SU154001415;NORMAL;No;
GZTT-89-9;15-03-2023;2023;35008;CONTADO   ;PRESENCIAL;CAMIONETA ;CT065001415;NORMAL;No;
GZTY-71-1;13-03-2023;2023;60073;1ª Cuota  ;PRESENCIAL;STATION WA;SU184015715;NORMAL;No;
GZTY-71-1;26-10-2023;2023;62993;2ª Cuota  ;PAGO ONLINE;STATION WA;SU184015715;NORMAL;No;
GZYS-37-1;30-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
GZYT-48-3;22-03-2023;2023;116757;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT225002515;NORMAL;No;
HBDH-42-7;11-03-2023;2023;147791;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT132005115;NORMAL;No;
HBSX-52-0;27-03-2023;2023;141579;CONTADO   ;PAGO ONLINE;STATION WA;SU111016315;NORMAL;No;
HBTZ-66-9;15-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;FURGON    ;CO050001515;NORMAL;No;
HBVD-76-3;16-03-2023;2023;76034;CONTADO   ;PRESENCIAL;CAMIONETA ;CT154002414;NORMAL;No;
HBVF-30-1;03-04-2023;2023;134543;CONTADO   ;PRESENCIAL;FURGON    ;CO184016315;NORMAL;No;
HBWL-79-1;15-03-2023;2023;30885;CONTADO   ;PRESENCIAL;STATION WA;SU225001202;NORMAL;No;
HBXR-59-8;23-05-2023;2023;62450;CONTADO   ;PRESENCIAL;BUS       ; ;NORMAL;No;
HCVH-76-7;26-03-2023;2023;96691;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT154003915;NORMAL;No;
HDCZ-60-8;29-03-2023;2023;66671;CONTADO   ;PAGO ONLINE;STATION WA;SU059011715;NORMAL;No;
HDGK-67-5;04-04-2023;2023;281689;CONTADO   ;PRESENCIAL;STATION WA;SU132014515;NORMAL;No;
HDGW-39-7;13-03-2023;2023;32285;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB132007115;NORMAL;No;
HDGX-88-1;30-03-2023;2023;147107;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT176031815;NORMAL;No;
HDGY-74-8;16-06-2023;2023;49369;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD132014415;NORMAL;No;
HDGY-74-8;16-06-2023;2022;33704;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;SD132014415;NORMAL;No;
HDHD-96-2;14-03-2023;2023;106865;CONTADO   ;PAGO ONLINE;STATION WA;SU176022115;NORMAL;No;
HDHF-83-7;31-03-2023;2023;142430;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031615;NORMAL;No;
HDRD-79-0;29-09-2023;2023;126652;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
HDRG-39-4;11-03-2023;2023;87791;CONTADO   ;PAGO ONLINE;STATION WA;SU229025315;NORMAL;No;
HFFF-59-8;31-03-2023;2023;30885;CONTADO   ;PAGO ONLINE;FURGON    ;CO050001515;NORMAL;No;
HFRR-41-1;19-03-2023;2023;129507;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT225001516;NORMAL;No;
HFRZ-25-4;01-09-2023;2023;169522;CONTADO   ;PRESENCIAL;CAMIONETA ;CT225003115;NORMAL;No;
HFRZ-81-5;17-03-2023;2023;35665;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB050015015;NORMAL;No;
HFVF-13-5;12-06-2023;2023;74214;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT166006015;NORMAL;No;
HFVF-13-5;08-09-2023;2023;72372;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT166006015;NORMAL;No;
HFVS-59-7;21-03-2023;2023;117296;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166005715;NORMAL;No;
HFYV-60-K;30-03-2023;2023;130047;CONTADO   ;PAGO ONLINE;STATION WA;SU176021915;NORMAL;No;
HGSB-46-6;15-08-2023;2023;15644;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229012015;NORMAL;No;
HGSB-46-6;31-03-2023;2023;15443;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB229012015;NORMAL;No;
HGXP-30-5;24-04-2023;2023;153349;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031515;NORMAL;No;
HGXP-30-5;24-04-2023;2022;218012;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176031515;NORMAL;Si;ZAPALLAR                      
HHCS-26-3;28-03-2023;2023;31372;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;HB052020815;NORMAL;No;
HHCS-26-3;06-09-2023;2023;32385;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;HB052020815;NORMAL;No;
HHKR-10-3;30-03-2023;2023;134552;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166005915;NORMAL;No;
HHLP-84-K;31-08-2023;2023;85274;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013715;NORMAL;No;
HHLP-84-K;20-03-2023;2023;84180;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013715;NORMAL;No;
HHRK-52-4;30-03-2023;2023;127477;CONTADO   ;PRESENCIAL;CAMIONETA ;CT132005015;NORMAL;No;
HHWJ-60-0;07-03-2023;2023;117296;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166005715;NORMAL;No;
HJCR-81-4;30-03-2023;2023;194416;CONTADO   ;PRESENCIAL;CAMIONETA ;CT160011916;NORMAL;No;
HJCV-61-9;18-03-2023;2023;50738;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD243016816;NORMAL;No;
HJCW-31-3;16-03-2023;2023;66230;CONTADO   ;PRESENCIAL;STATION WA;SU049001416;NORMAL;No;
HJDC-37-2;01-09-2023;2023;158089;2ª Cuota  ;PRESENCIAL;STATION WA;VN079006816;NORMAL;No;
HJDC-37-2;30-03-2023;2023;153143;1ª Cuota  ;PRESENCIAL;STATION WA;VN079006816;NORMAL;No;
HJDC-85-2;03-04-2023;2023;299476;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079017516;NORMAL;No;
HKDV-55-4;28-03-2023;2023;57682;CONTADO   ;PRESENCIAL;CAMIONETA ;CT077002615;NORMAL;No;
HKHJ-47-2;09-03-2023;2023;104084;CONTADO   ;PAGO ONLINE;STATION WA;SU049001116;NORMAL;No;
HKHL-23-8;21-08-2023;2023;121801;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013816;NORMAL;No;
HKHL-23-8;15-03-2023;2023;120238;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235013816;NORMAL;No;
HKJH-37-4;13-03-2023;2023;206453;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006616;NORMAL;No;
HKYX-83-K;04-04-2023;2023;50865;CONTADO   ;PRESENCIAL;AUTOMOVIL ;SD197012716;NORMAL;No;
HKZK-80-7;17-03-2023;2023;209904;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT160012016;NORMAL;No;
HKZL-72-2;27-03-2023;2023;30885;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB047000616;NORMAL;No;
HLFX-25-5;29-09-2023;2023;63326;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
HLGX-26-9;29-09-2023;2023;126652;CONTADO   ;PRESENCIAL;CAMION    ; ;NORMAL;No;
HLPD-67-3;10-03-2023;2023;80663;CONTADO   ;PAGO ONLINE;JEEP      ;SU154000716;NORMAL;No;
HLPW-98-2;22-03-2023;2023;181700;CONTADO   ;PRESENCIAL;CAMIONETA ;CT176032616;NORMAL;No;
HLWT-75-3;07-11-2023;2023;157886;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT079017516;NORMAL;No;
HLWT-75-3;30-03-2023;2023;147525;1ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT079017516;NORMAL;No;
HLYV-59-9;28-03-2023;2023;104028;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT176032716;NORMAL;No;
HLYV-59-9;18-10-2023;2023;109084;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT176032716;NORMAL;No;
HPGH-81-4;31-03-2023;2023;121253;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT235014116;NORMAL;No;
HPGH-81-4;31-08-2023;2023;122829;2ª Cuota  ;PAGO ONLINE;CAMIONETA ;CT235014116;NORMAL;No;
HPLF-23-6;06-03-2023;2023;280663;CONTADO   ;PRESENCIAL;CAMIONETA ;CT079018116;NORMAL;No;
HPLF-70-8;16-03-2023;2023;169066;CONTADO   ;PAGO ONLINE;STATION WA;SU160005316;NORMAL;No;
HPRS-82-7;31-03-2023;2023;206453;CONTADO   ;PRESENCIAL;CAMIONETA ;CT166006616;NORMAL;No;
HRYF-75-2;26-03-2023;2023;282505;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014416;NORMAL;No;
HSGY-32-2;26-05-2023;2023;62450;CONTADO   ;PRESENCIAL;MINIBUS   ; ;NORMAL;No;
HSHS-33-4;14-10-2023;2023;129358;2ª Cuota  ;PAGO ONLINE;STATION WA;VN079006716;NORMAL;No;
HSHS-33-4;16-06-2023;2023;130588;1ª Cuota  ;PAGO ONLINE;STATION WA;VN079006716;NORMAL;No;
HSRD-99-5;28-03-2023;2023;349087;CONTADO   ;PAGO ONLINE;CAMIONETA ;CT235014316;NORMAL;No;
HSRH-70-6;31-08-2023;2023;35312;2ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD050030716;NORMAL;No;
HSRH-70-6;24-03-2023;2023;34859;1ª Cuota  ;PAGO ONLINE;AUTOMOVIL ;SD050030716;NORMAL;No;
HSRL-61-6;31-03-2023;2023;46792;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB176006116;NORMAL;No;
HSRP-63-5;28-03-2023;2023;94720;CONTADO   ;PAGO ONLINE;STATION WA;SU079006216;NORMAL;No;
HSRS-41-3;03-04-2023;2023;40830;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB132007916;NORMAL;No;
HTHB-60-3;21-03-2023;2023;110971;CONTADO   ;PRESENCIAL;CAMIONETA ;CT225001216;NORMAL;No;
HTHG-83-8;28-03-2023;2023;40975;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;HB229014316;NORMAL;No;
HTHL-59-0;16-03-2023;2023;43421;CONTADO   ;PRESENCIAL;CAMIONETA ;CT065003816;NORMAL;No;
HTHP-74-7;21-03-2023;2023;41489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB229014920;NORMAL;No;
HTRD-28-0;12-01-2023;2022;0;CONTADO   ;PRESENCIAL;CARRO BOMB; ;GRACIA;No;
HTRD-28-0;12-01-2023;2021;0;CONTADO   ;PRESENCIAL;CARRO BOMB; ;GRACIA;No;
HTRD-28-0;12-01-2023;2020;0;CONTADO   ;PRESENCIAL;CARRO BOMB; ;GRACIA;No;
HTXV-95-7;24-03-2023;2023;1188680;CONTADO   ;PRESENCIAL;STATION WA;SU192002816;NORMAL;No;
HTYW-58-4;29-03-2023;2023;62713;CONTADO   ;PAGO ONLINE;STATION WA;SU035000415;NORMAL;No;
HTYY-61-7;17-04-2023;2023;6239;DUPLICADO ;PRESENCIAL;CAMIONETA ;CT243006716;NORMAL;No;
HTYY-61-7;24-03-2023;2023;78015;CONTADO   ;PRESENCIAL;CAMIONETA ; ;DUPLICADO;No;
HTYZ-22-2;21-03-2023;2023;58962;CONTADO   ;PAGO ONLINE;AUTOMOVIL ;SD243015816;NORMAL;No;
HTZC-24-K;28-03-2023;2023;49607;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB077017416;NORMAL;No;
HTZH-84-9;29-03-2023;2023;61610;CONTADO   ;PRESENCIAL;AUTOMOVIL ;HB176004916;NORMAL;No;
HTZJ-70-5;29-08-2023;2023;149590;2ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079017516;NORMAL;No;
HTZJ-70-5;29-03-2023;2023;147525;1ª Cuota  ;PRESENCIAL;CAMIONETA ;CT079017516;NORMAL;No;
