PATENTE;AÑO DEL PERMISO;TOTAL A PAGAR;TIPO DE PAGO;MODALIDAD;TIPO VEHICULO;FECHA PAGO;CODIGO SII;DUPLICADO;FONDO A TERCEROS
GYDY-50-9;2022;62682;CONTADO   ;INTERNET;STATION WA;26-04-2022;CT243007621;;No
GYHY-70-K;2022;27713;CONTADO   ;INTERNET;AUTOMOVIL ;29-04-2022;CT243007621;;No
GYHZ-49-8;2022;212484;CONTADO   ;PRESENCIAL;CAMIONETA ;10-06-2022;SD176027712;;No
GYPJ-45-K;2022;203029;CONTADO   ;PRESENCIAL;FURGON    ;13-09-2022;SD050024912;;No
GYPJ-46-8;2022;192279;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2022;HB229010412;;No
GYPJ-73-5;2021;66344;CONTADO   ;PRESENCIAL;CAMION    ;07-07-2022;SU111009212;;No
GYPJ-73-5;2022;61255;CONTADO   ;PRESENCIAL;CAMION    ;30-12-2022;SU229001692;;No
GYXC-46-4;2022;255195;CONTADO   ;INTERNET;STATION WA;31-03-2022;SD050030521;;No
GZBD-53-5;2022;90554;CONTADO   ;PRESENCIAL;JEEP      ;01-04-2022;CO052006412;;No
GZCL-12-1;2022;52668;2ª Cuota  ;PRESENCIAL;STATION WA;21-10-2022;VN111014912;;No
GZCL-12-1;2022;48370;1ª Cuota  ;INTERNET;STATION WA;31-03-2022;VN079001097;;No
GZHH-83-3;2022;81635;CONTADO   ;INTERNET;STATION WA;06-04-2022;SD111005497;;No
GZHJ-45-7;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;10-03-2022;CT235013412;;No
GZHP-43-6;2022;39168;CONTADO   ;PRESENCIAL;AUTOMOVIL ;13-04-2022;CT235013412;;No
GZHR-46-3;2022;60645;1ª Cuota  ;INTERNET;STATION WA;26-04-2022;CT050003797;;No
GZHR-46-3;2022;64162;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;CT166007021;;No
GZHZ-70-0;2022;73688;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-10-2022;SU079005312;;No
GZKF-98-K;2022;144680;CONTADO   ;PRESENCIAL;CAMIONETA ;31-03-2022;HB132004512;;No
GZKS-31-2;2022;181031;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;HB235005012;;No
GZPC-99-1;2022;90554;CONTADO   ;INTERNET;STATION WA;27-04-2022;VN159000221;;No
GZTT-89-9;2022;40008;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2022;HB235005012;;No
GZYT-48-3;2022;125545;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;CT176034221;;No
HBDH-42-7;2022;158915;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU229003497;;No
HBSX-52-0;2022;154982;CONTADO   ;INTERNET;STATION WA;29-04-2022;CT132000897;;No
HBTZ-66-9;2022;34970;CONTADO   ;INTERNET;FURGON    ;27-04-2022;SD106006297;;No
HBVD-76-3;2022;81757;CONTADO   ;PRESENCIAL;CAMIONETA ;22-03-2022;HB176004812;;No
HBXR-59-8;2022;55537;CONTADO   ;PRESENCIAL;BUS       ;31-05-2022;SU184012512;;No
HC-9735-1;2022;174744;CONTADO   ;PRESENCIAL;CAMION    ;04-10-2022;CT106000212;;No
HCHG-30-8;2020;414711;CONTADO   ;PRESENCIAL;AMBULANCIA;30-11-2022;CT235013312;;No
HCHG-30-8;2021;332071;CONTADO   ;PRESENCIAL;AMBULANCIA;30-11-2022;CT235013312;;No
HCVH-76-7;2022;99447;CONTADO   ;INTERNET;CAMIONETA ;06-04-2022;CT229000498;;No
HDCZ-60-8;2022;71689;CONTADO   ;INTERNET;STATION WA;31-03-2022;MT173015320;;No
HDGW-39-7;2022;37285;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SD235004592;;No
HDGX-88-1;2022;79090;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022; ;;No
HDGX-88-1;2022;83677;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU227004397;;No
HDGY-74-8;2022;25819;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022; ;;No
HDGZ-38-8;2022;53366;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022; ;;No
HDHD-96-2;2022;114909;CONTADO   ;INTERNET;STATION WA;26-04-2022; ;;No
HDHF-83-7;2022;153150;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT176019512;;No
HDRG-39-4;2022;94399;CONTADO   ;INTERNET;STATION WA;31-03-2022;SU229003497;;No
HFFF-59-8;2022;35601;CONTADO   ;INTERNET;FURGON    ;27-04-2022;HB154000321;;No
HFRR-41-1;2022;139255;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU176019712;;No
HFRZ-25-4;2022;171699;CONTADO   ;PRESENCIAL;CAMIONETA ;14-06-2022;CT176023712;;No
HFRZ-81-5;2022;40665;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;SU229004498;;No
HFVF-13-5;2022;171476;CONTADO   ;PRESENCIAL;CAMIONETA ;13-09-2022;HB050011212;;No
HFVS-59-7;2022;126125;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2022;HB050012313;;No
HFYV-60-K;2022;155340;CONTADO   ;PRESENCIAL;STATION WA;11-07-2022;CT235013312;;No
HGSB-46-6;2022;27221;CONTADO   ;INTERNET;AUTOMOVIL ;26-04-2022;CT064002297;;No
HGSB-76-8;2022;36302;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-04-2022;SD235004592;;No
HGSH-36-0;2022;58553;CONTADO   ;INTERNET;STATION WA;27-04-2022; ;;No
HHKR-10-3;2022;144680;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT235013412;;No
HHKR-11-1;2022;144680;CONTADO   ;PRESENCIAL;CAMIONETA ;07-07-2022;VN243003312;;No
HHLP-84-K;2022;90516;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;CT166004712;;No
HHLP-84-K;2022;103578;2ª Cuota  ;INTERNET;CAMIONETA ;29-12-2022;HB229019521;;No
HHRK-52-4;2022;152270;CONTADO   ;PRESENCIAL;CAMIONETA ;13-09-2022;SD243013513;;No
HHWJ-60-0;2022;126125;CONTADO   ;PRESENCIAL;CAMIONETA ;16-03-2022;SD176029013;;No
HJCR-23-7;2022;61138;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022; ;DUPLICADO;No
HJCV-61-9;2022;55738;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;SU229004498;;No
HJCW-31-3;2022;68244;CONTADO   ;PRESENCIAL;STATION WA;04-03-2022;CT154001912;;No
HJDC-85-2;2022;286456;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;SD050000375;;No
HKDV-55-4;2022;62682;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SD050000375;;No
HKHJ-47-2;2022;111918;CONTADO   ;INTERNET;STATION WA;30-03-2022;HB077005997;;No
HKHL-23-8;2022;129288;1ª Cuota  ;INTERNET;CAMIONETA ;30-03-2022; ;;No
HKHL-23-8;2022;136786;2ª Cuota  ;INTERNET;CAMIONETA ;23-08-2022; ;;No
HKYX-83-K;2022;45113;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022; ;;No
HKZK-80-7;2022;225704;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022; ;;No
HKZL-72-2;2022;27221;CONTADO   ;PRESENCIAL;AUTOMOVIL ;18-03-2022;SD243000574;;No
HLPD-67-3;2022;80504;CONTADO   ;INTERNET;JEEP      ;06-04-2022;CT050008597;;No
HLPW-98-2;2022;195376;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2022;VN111014812;;No
HLWT-75-3;2022;281295;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022; ;;No
HLWT-75-3;2022;151106;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;HB229010213;;No
HPLF-23-6;2022;301507;CONTADO   ;PRESENCIAL;CAMIONETA ;02-03-2022;SD235019813;;No
HPLF-70-8;2022;181791;CONTADO   ;INTERNET;STATION WA;21-03-2022;CT050008597;;No
HRPX-14-6;2022;218668;2ª Cuota  ;INTERNET;STATION WA;20-10-2022; ;;No
HRPX-14-6;2022;204438;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;CT111000698;;No
HRYF-75-2;2022;151885;1ª Cuota  ;INTERNET;CAMIONETA ;01-04-2022; ;;No
HRYF-75-2;2022;160693;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU227007598;;No
HSGY-32-2;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;23-05-2022;SU229023812;;No
HSHS-33-4;2022;270079;CONTADO   ;INTERNET;STATION WA;27-04-2022;CT235003597;;No
HSRD-99-5;2022;382135;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT235003597;;No
HSRH-70-6;2022;38194;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;08-08-2022;SU229023812;;No
HSRH-70-6;2022;37483;1ª Cuota  ;INTERNET;AUTOMOVIL ;26-04-2022;CT235003597;;No
HSRL-61-6;2022;51792;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;CT235003597;;No
HSRP-63-5;2022;101849;CONTADO   ;INTERNET;STATION WA;27-04-2022;CT235003597;;No
HSRS-41-3;2022;45227;CONTADO   ;PRESENCIAL;AUTOMOVIL ;03-03-2022;CO184011712;;No
HTD-083-K;2022;27221;CONTADO   ;INTERNET;Moto      ;31-03-2022; ;;No
HTHB-60-3;2022;119324;CONTADO   ;PRESENCIAL;CAMIONETA ;18-03-2022;SU079006513;;No
HTHG-83-8;2022;45975;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022; ;;No
HTHL-59-0;2022;48421;CONTADO   ;PRESENCIAL;CAMIONETA ;07-03-2022; ;;No
HTHP-74-7;2022;46489;CONTADO   ;PRESENCIAL;AUTOMOVIL ;28-03-2022;CT235013212;;No
HTYW-58-4;2022;66805;CONTADO   ;INTERNET;STATION WA;06-04-2022;CT050008598;;No
HTYZ-22-2;2022;61556;CONTADO   ;INTERNET;AUTOMOVIL ;22-03-2022;CT132000598;;No
HTZC-24-K;2022;54607;CONTADO   ;PRESENCIAL;AUTOMOVIL ;25-03-2022;CT235013212;;No
HTZH-84-9;2022;58923;CONTADO   ;PRESENCIAL;AUTOMOVIL ;31-03-2022;HB050011212;;No
HTZJ-70-5;2022;151106;2ª Cuota  ;PRESENCIAL;CAMIONETA ;31-08-2022;CT176026312;;No
HTZJ-70-5;2022;143228;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022;SU176004498;;No
HVFC-87-5;2022;98299;CONTADO   ;PRESENCIAL;JEEP      ;31-03-2022;SU132012313;;No
HVGV-69-1;2022;178510;CONTADO   ;PRESENCIAL;FURGON    ;31-03-2022;VN049000313;;No
HVJJ-74-1;2022;208048;CONTADO   ;PRESENCIAL;STATION WA;14-03-2022;CO052006712;;No
HVRC-88-2;2022;115583;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022; ;;No
HVRC-88-2;2022;109247;1ª Cuota  ;INTERNET;CAMIONETA ;25-04-2022; ;;No
HVZX-70-K;2022;224461;CONTADO   ;INTERNET;CAMIONETA ;21-03-2022;CT235003598;;No
HWBH-67-4;2022;248509;CONTADO   ;PRESENCIAL;CAMIONETA ;04-04-2022;CT079016313;;No
HWFY-42-8;2022;66368;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;30-03-2022;VN243003013;;No
HWFY-42-8;2022;70017;2ª Cuota  ;PRESENCIAL;AUTOMOVIL ;08-08-2022;HB229011013;;No
HWJR-28-0;2022;119662;CONTADO   ;PRESENCIAL;CAMION    ;07-10-2022;CO184014013;;No
HWSG-82-2;2022;223715;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022; ;;No
HWVP-63-5;2022;110997;1ª Cuota  ;INTERNET;CAMIONETA ;31-03-2022;SD227006498;;No
HWVP-63-5;2022;120864;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022; ;;No
HWVY-20-2;2022;149653;CONTADO   ;PRESENCIAL;CAMIONETA ;14-03-2022;CO184014013;;No
HXKG-39-5;2022;52597;CONTADO   ;INTERNET;AUTOMOVIL ;21-04-2022;SD176010198;;No
HXVP-83-4;2022;182678;2ª Cuota  ;INTERNET;CAMIONETA ;21-10-2022; ;;No
HXVP-83-4;2022;167763;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;HB229009213;;No
HXVS-20-5;2022;101064;CONTADO   ;PRESENCIAL;FURGON    ;23-03-2022;CT050026813;;No
HXZV-46-3;2022;351293;CONTADO   ;PRESENCIAL;CAMIONETA ;21-03-2022;CT079017513;;No
HYBH-52-5;2022;74115;CONTADO   ;INTERNET;STATION WA;31-03-2022;SU229004398;;No
HYWF-89-9;2022;72065;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SU225005713;;No
HYWJ-77-4;2022;74462;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022;SU227002898;;No
HYWJ-77-4;2022;81082;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SD160006898;;No
HZCS-68-2;2022;170560;CONTADO   ;PRESENCIAL;STATION WA;18-03-2022;CT176030513;;No
HZPT-79-3;2022;89446;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;CT079017913;;No
HZPT-79-3;2022;94634;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SD160006898;;No
HZPY-28-4;2022;303769;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022; ;;No
HZZJ-52-K;2022;90450;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022; ;;No
JBGF-30-5;2022;145121;CONTADO   ;PRESENCIAL;STATION WA;09-05-2022;SU235005713;;No
JBWY-91-8;2022;119324;CONTADO   ;INTERNET;STATION WA;25-04-2022;SU106001198;;No
JCCH-17-9;2022;195982;CONTADO   ;PRESENCIAL;MINIBUS PA;31-03-2022;SD132014713;;No
JCGX-72-4;2022;107023;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;SD111002498;;No
JCHW-95-2;2022;95202;1ª Cuota  ;INTERNET;CAMIONETA ;22-03-2022;CT050003198;;No
JCHW-95-2;2022;100724;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT050003198;;No
JCJC-98-7;2022;189157;CONTADO   ;PRESENCIAL;CAMIONETA ;25-03-2022;SD132014713;;No
JCLG-16-2;2022;78954;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;CT050003198;;No
JCPV-85-6;2022;133809;1ª Cuota  ;INTERNET;CAMIONETA ;28-06-2022;CT050003198;;No
JDDR-39-4;2022;275995;CONTADO   ;INTERNET;CAMIONETA ;28-06-2022;CT050003198;;No
JDDT-47-8;2022;127466;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022; ;;No
JDDT-47-8;2022;138798;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU229005298;;No
JDDY-71-6;2022;225119;CONTADO   ;PRESENCIAL;CAMIONETA ;10-03-2022;HB132004213;;No
JDPL-97-K;2022;94011;1ª Cuota  ;INTERNET;CAMIONETA ;28-06-2022;SU229005298;;No
JDPL-97-K;2022;101280;2ª Cuota  ;INTERNET;CAMIONETA ;11-01-2023;SU229005298;;No
JDWY-72-0;2022;120416;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SU227006598;;No
JDXC-22-1;2022;33793;CONTADO   ;INTERNET;STATION WA;27-04-2022; ;;No
JDXC-27-2;2022;35255;2ª Cuota  ;INTERNET;AUTOMOVIL ;21-10-2022; ;;No
JDXC-27-2;2022;32961;1ª Cuota  ;INTERNET;AUTOMOVIL ;29-04-2022;SD111004998;;No
JFDV-60-6;2022;177285;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022; ;;No
JFDV-60-6;2022;187036;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-08-2022;SU106003813;;No
JFGD-37-K;2022;680970;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;CT106000213;;No
JFRS-42-K;2022;59525;1ª Cuota  ;INTERNET;STATION WA;21-04-2022;HB057000898;;Si
JFRS-42-K;2022;62977;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;HB057000898;;No
JGRC-45-2;2022;55537;CONTADO   ;PRESENCIAL;BUS       ;31-05-2022;CT106000213;;No
JGRW-31-8;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2022;CT132005013;;No
JJBB-78-6;2022;160626;CONTADO   ;INTERNET;STATION WA;21-03-2022;HB057000898;;No
JJFL-68-6;2022;58463;CONTADO   ;INTERNET;AUTOMOVIL ;27-04-2022;SU229002498;;No
JJFR-56-8;2022;87077;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;CT050032013;;No
JJFS-15-7;2022;236585;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT132000498;;No
JJFS-32-7;2022;236585;CONTADO   ;INTERNET;FURGON    ;05-04-2022;CT235004199;;No
JJFS-65-3;2022;136132;CONTADO   ;PRESENCIAL;STATION WA;04-04-2022;CT050032013;;No
JJKJ-31-6;2022;442270;CONTADO   ;INTERNET;CAMIONETA ;27-04-2022;CT132001299;;No
JJTT-34-K;2022;239891;CONTADO   ;INTERNET;CAMIONETA ;17-05-2022;CT111000798;;No
JJTT-35-8;2022;235639;CONTADO   ;INTERNET;CAMIONETA ;30-03-2022;SU162001599;;No
JJTT-43-9;2022;239891;CONTADO   ;INTERNET;CAMIONETA ;29-04-2022;CO077000498;;No
JJWW-42-4;2022;177285;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022;CT106000313;;No
JJWW-42-4;2022;187568;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU229004598;;No
JK-8744-4;2022;174744;CONTADO   ;PRESENCIAL;REMOLQUE B;04-10-2022;CT235013013;;No
JKFB-48-5;2022;103485;1ª Cuota  ;INTERNET;CAMIONETA ;26-04-2022;CT176004599;;No
JKFB-48-5;2022;112685;2ª Cuota  ;INTERNET;CAMIONETA ;20-10-2022;CT079008399;;No
JKHS-70-5;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;31-05-2022;CT235013013;;No
JKHW-40-2;2022;265357;CONTADO   ;INTERNET;STATION WA;12-04-2022; ;;No
JKSL-40-5;2022;77627;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;31-03-2022;SU111007613;;No
JKSL-40-5;2022;84528;2ª Cuota  ;INTERNET;AUTOMOVIL ;21-10-2022; ;;No
JLFC-75-3;2022;335526;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;SU059003199;;No
JLVJ-41-6;2022;844314;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT235003299;;No
JN-0551-K;2022;90405;CONTADO   ;PRESENCIAL;MOTO      ;30-03-2022;CT132005013;;No
JPCV-30-0;2022;307994;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;SD050028313;;No
JPDG-41-1;2022;89895;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SU227009099;;No
JPDX-14-7;2022;31552;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;VN235003407;;No
JPDX-14-7;2022;33748;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;SU227027007;;No
JPFB-92-6;2022;190395;CONTADO   ;PRESENCIAL;STATION WA;05-04-2022;CT132005113;;No
JPFC-36-1;2022;30142;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;HB111000699;;No
JPYV-36-2;2022;491701;CONTADO   ;INTERNET;CAMIONETA ;31-03-2022;CT229000499;;No
JPZC-27-K;2022;483970;CONTADO   ;INTERNET;STATION WA;31-03-2022;CT229000499;;No
JRBL-98-9;2022;63999;CONTADO   ;PRESENCIAL;AUTOMOVIL ;05-04-2022;SD132014413;;No
JRLH-65-7;2022;332179;CONTADO   ;PRESENCIAL;CAMIONETA ;01-04-2022;CT235013413;;No
JRXG-11-0;2022;120416;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT050009499;;No
JRXG-12-9;2022;120416;CONTADO   ;INTERNET;FURGON    ;31-03-2022;CT050010399;;No
JRXG-13-7;2022;120416;CONTADO   ;INTERNET;FURGON    ;31-03-2022;SU176004199;;No
JRXH-75-3;2022;120416;CONTADO   ;INTERNET;FURGON    ;25-04-2022;HB243004699;;No
JRXH-81-8;2022;32632;CONTADO   ;INTERNET;AUTOMOVIL ;28-06-2022;CT079009399;;No
JRXK-26-8;2022;28714;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2022;CT235013413;;No
JRXK-26-8;2022;31177;2ª Cuota  ;PRESENCIAL;STATION WA;05-09-2022;CT235013313;;No
JRXS-17-7;2022;138881;CONTADO   ;PRESENCIAL;CAMIONETA ;28-03-2022;CO077001913;;No
JSFH-74-3;2022;81630;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;HB077006400;;No
JSJG-87-5;2022;163066;1ª Cuota  ;INTERNET;CAMIONETA ;29-04-2022;SU050003800;;No
JSLG-66-3;2022;137720;1ª Cuota  ;INTERNET;CAMIONETA ;06-04-2022;CT160003400;;No
JSLG-66-3;2022;145708;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;VN111003500;;No
JTCV-17-1;2022;58248;CONTADO   ;PRESENCIAL;TRACTOR   ;22-09-2022;SU079006213;;No
JTCV-30-9;2022;58248;CONTADO   ;PRESENCIAL;TRACTOR   ;04-10-2022;CT235013413;;No
JTCW-51-8;2022;30142;CONTADO   ;INTERNET;AUTOMOVIL ;06-04-2022;VN121000400;;No
JTCY-65-0;2022;189909;CONTADO   ;PRESENCIAL;CAMIONETA ;21-03-2022;CT235013413;;No
JTKB-11-K;2022;268004;CONTADO   ;INTERNET;CAMIONETA ;23-08-2022;SU229005100;;No
JTKB-13-6;2022;235639;CONTADO   ;INTERNET;CAMIONETA ;26-04-2022;SD111008700;;No
JTRR-84-9;2022;126423;CONTADO   ;PRESENCIAL;FURGON    ;30-03-2022;HB176004913;;No
JTRT-38-8;2022;320349;CONTADO   ;INTERNET;CAMIONETA ;22-03-2022;CT111001100;;No
JTVP-37-0;2022;38469;CONTADO   ;PRESENCIAL;AUTOMOVIL ;30-03-2022;SD050022513;;No
JVCX-37-3;2022;188949;CONTADO   ;PRESENCIAL;CAMIONETA ;11-03-2022;HB050014013;;No
JVCY-60-4;2022;39598;1ª Cuota  ;PRESENCIAL;STATION WA;14-03-2022;CO146000713;;No
JVCY-60-4;2022;44274;2ª Cuota  ;INTERNET;STATION WA;21-10-2022;VN235002300;;No
JVVJ-35-3;2022;52817;1ª Cuota  ;INTERNET;STATION WA;27-04-2022;SD176009200;;No
JVVJ-35-3;2022;54889;2ª Cuota  ;INTERNET;STATION WA;11-01-2023;SU229005100;;No
JVVW-60-8;2022;521403;CONTADO   ;PRESENCIAL;STATION WA;04-04-2022;CT235013413;;No
JVVY-80-5;2022;184104;CONTADO   ;PRESENCIAL;STATION WA;30-03-2022;CT166005713;;No
JVWF-41-4;2022;287220;CONTADO   ;PRESENCIAL;CAMIONETA ;23-03-2022;VN244000613;;No
JVYC-20-K;2022;315146;CONTADO   ;PRESENCIAL;STATION WA;24-06-2022;CT176023713;;No
JWPK-72-1;2022;179494;CONTADO   ;PRESENCIAL;REMOLQUE B;30-12-2022;HB229009213;;No
JWZK-66-6;2022;57985;CONTADO   ;PRESENCIAL;CAMIONETA ;09-03-2022;CT235013313;;No
JXKT-17-1;2022;86112;1ª Cuota  ;PRESENCIAL;STATION WA;30-03-2022;CT235013313;;No
JXKT-17-1;2022;90847;2ª Cuota  ;PRESENCIAL;STATION WA;31-08-2022;CT176030913;;No
JXLC-90-5;2022;76563;CONTADO   ;INTERNET;STATION WA;22-03-2022;CT079011607;;No
JXLK-43-1;2022;42318;1ª Cuota  ;INTERNET;AUTOMOVIL ;31-03-2022; ;;No
JXLK-43-1;2022;44772;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;CT050012600;;No
JXSP-64-0;2022;59831;CONTADO   ;PRESENCIAL;CAMION    ;05-10-2022;CT176030913;;No
JXYJ-90-1;2022;327794;CONTADO   ;PRESENCIAL;STATION WA;23-03-2022;HB050013913;;No
JYHY-70-7;2022;68324;1ª Cuota  ;PRESENCIAL;AUTOMOVIL ;30-03-2022;HB160005713;;No
JYHY-70-7;2022;74398;2ª Cuota  ;INTERNET;AUTOMOVIL ;14-09-2022;CT235004100;;No
JYZ-052-4;2022;27221;CONTADO   ;PRESENCIAL;Moto      ;28-03-2022;HB197015813;;No
JZBP-16-9;2022;87452;CONTADO   ;PRESENCIAL;CAMIONETA ;01-03-2022;CT065002113;;No
JZBV-92-6;2022;126557;1ª Cuota  ;INTERNET;CAMIONETA ;27-04-2022;CT050010600;;No
JZKG-26-6;2022;219564;1ª Cuota  ;PRESENCIAL;CAMIONETA ;30-03-2022;SU229025913;;No
JZKG-26-6;2022;232299;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;CT050010600;;No
JZWG-71-0;2022;55537;CONTADO   ;PRESENCIAL;MINIBUS   ;23-05-2022;CT235013213;;No
JZWJ-99-3;2022;144990;CONTADO   ;INTERNET;FURGON    ;06-04-2022;CT166001800;;No
JZXC-27-K;2022;35403;1ª Cuota  ;INTERNET;AUTOMOVIL ;29-04-2022;CT111000294;;No
JZXC-27-K;2022;38881;2ª Cuota  ;INTERNET;AUTOMOVIL ;28-11-2022;CT111000294;;No
KBGD-81-7;2022;63427;CONTADO   ;INTERNET;AUTOMOVIL ;25-04-2022;SD162009998;;No
KCHX-68-5;2022;268677;CONTADO   ;PRESENCIAL;STATION WA;10-03-2022;CT235013213;;No
KCJB-59-3;2022;258575;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT050032013;;No
KCLL-29-3;2022;33416;CONTADO   ;INTERNET;AUTOMOVIL ;21-03-2022;CT176004000;;No
KCRV-22-2;2022;64031;1ª Cuota  ;PRESENCIAL;CAMIONETA ;21-03-2022;CT050032013;;No
KCRV-22-2;2022;69723;2ª Cuota  ;INTERNET;CAMIONETA ;21-10-2022;SD235012101;;No
KDVX-94-3;2022;57160;CONTADO   ;PRESENCIAL;BUS       ;24-06-2022;HB050011413;;No
KF-8458-9;2018;54150;CONTADO   ;PRESENCIAL;CAMION    ;08-08-2022;CT106000314;;No
KFKS-42-6;2022;175108;1ª Cuota  ;PRESENCIAL;STATION WA;23-03-2022;CT050030213;;No
KFKS-42-6;2022;185264;2ª Cuota  ;INTERNET;STATION WA;14-09-2022;CT235004601;;No
KFKW-90-5;2022;22240;1ª Cuota  ;PRESENCIAL;CAMIONETA ;28-03-2022;SU166002513;;No
KFKW-90-5;2022;23462;2ª Cuota  ;PRESENCIAL;CAMIONETA ;16-08-2022;CT235013613;;No
KFTZ-21-K;2022;345576;CONTADO   ;INTERNET;AUTOMOVIL ;31-03-2022;SU229005100;;No
KFZB-28-3;2022;141062;1ª Cuota  ;INTERNET;CAMIONETA ;21-03-2022;SU111001600;;No
KFZB-28-3;2022;153602;2ª Cuota  ;INTERNET;CAMIONETA ;14-09-2022;SU111002700;;No
KGTH-43-6;2022;121014;CONTADO   ;PRESENCIAL;CAMIONETA ;30-03-2022;CT235013613;;No
KGXH-60-2;2022;200221;1ª Cuota  ;PRESENCIAL;CAMIONETA ;31-03-2022; ;;No
KGXH-60-2;2022;232862;2ª Cuota  ;PRESENCIAL;CAMIONETA ;29-12-2022;HB229010413;;No
KHKL-23-7;2022;100491;CONTADO   ;PRESENCIAL;AUTOMOVIL ;08-04-2022;CT166006014;;No
